Data,Label
I'd written two text file using csvWrite. Now i want these two files to combine to one text file to use in a software. Please help me with a code,Not Spam
"I'd tried using the 'cat' syntax
Header = cat(dims,LINE1,LINE2,LINE3,LINE4,LINE6);csvWrite(coulumnvalues,filename,ascii(9),""."",4,Header);
Each line is defined as LINE5=['']I want to add tab seperater between words in this line. \t is not  working. i've tried ascii(9) too. Please help me resolve the problem.",Not Spam
My scilab version is 5.5.2   I want to install E4coder . how should i do it ?,Not Spam
"Is there a way to know the BoundingBox size when using the BlobStatistics function in the IPD Toolbox? 
I want to determine the length in pixels of all the recognized items. ",Not Spam
nan,
"Hi all,
drag co-efficient(Cd) calculated from the forceCoeff.dat through numerical integration doesn't match with that calculated from the formula Cd=F(drag force)/(0.5*density*diameter*Umax^2). Can anyone explain why? Since i am using 2-d simulations so in place of area in the Cd formula i used the diameter of the cylinder over which my flow is taking place.regardsSubhankar",Not Spam
"Sir,

while simulating half wave rectifier, the diode is working in reverse direction
",Not Spam
"The Sandhi install script is not being able to install the software. These two dependencies are outdated or named differently in my distro's repository - libboost1.55-all-dev and python-wxgtk2.8. So I commented out the two packages from the script & re-ran it.  
This is the install log in pastebin: http://pastebin.com/UgYbntRL
Has anyone faced the same issue? Please share the workaround of the suggested solution.============================================================System details: OS: Peppermint 7 null (fork from linux mint latest)Kernel: x86_64 Linux 4.4.0-47-genericShell: bash 4.3.46DE: LXDECPU: Intel Core i5-2450M CPU @ 3.1GHzGPU: Mesa DRI Intel(R) Sandybridge MobileRAM: 3409MiB / 7761MiB    ",Not Spam
"Sir, I m not able to get the frequency response of BJT

* c:\esim\esim\examples\bjt_frequency_response\bjt_frequency_response.cir


v1 net-_r2-pad1_ gnd  dc 15
v2 in gnd  ac 50m 0
c1  net-_c1-pad1_ net-_c1-pad2_ 40u
c2  gnd net-_c2-pad2_ 100u
c3  out net-_c3-pad2_ 40u
q1  net-_c3-pad2_ net-_c1-pad2_ net-_c2-pad2_ npn
r3  net-_c1-pad2_ gnd 50k
r4  net-_c2-pad2_ gnd 1.5k
r6  out gnd 1k
r5  net-_r2-pad1_ net-_c3-pad2_ 2k
r2  net-_r2-pad1_ net-_c1-pad2_ 200k
r1  net-_c1-pad1_ in 50
* u3  out plot_log
* u2  out plot_phase
* u1  in plot_v1
.ac dec 100 10Hz 100Meg


* Control Statements 
.control
run
print allv > plot_data_v.txt
print alli > plot_data_i.txt
plot log(out)
plot phase(out)
plot v(in)
.endc
.end


",Not Spam
"Hi, I work with Xcos in my academic project, modeling some systems. I tried to find a specific palette of simulink in Xcos, but I didn't find . This palette is the slider gain. I hope someone can help me. Thanks. ",Not Spam
"May someone explain the parameters of the flash drum for me. What is meant by Outlet pressure calculation (inlet minimum, average and maximum), override separation temperature and override separation temperature. Thanks.",Not Spam
Is there any open source CAD like DWSIM necessary for a chemical engineer. Most preferably teaching a different skill from simulation. Want to get exposed to chemical engineering software as much as possible. Thank you.,Not Spam
"Did anyone do DWSIM tutorials by P. R. Naren Lecture 04  assigment 3. I used DWSIM version 4 update 25, and this is what l got (attached) different from the figures in his lecture. Did l make a mistake somewhere?
",Not Spam
"Good afternoon. I have been using sciFLT without any problems for several weeks, and today it stopped working.I get the following error when loading the package:Start Fuzzy Toolbox 0.4.6Load macrosLoad shared libraryLoad gatewaysLoad paletteatomsLoad: Anerror occurred while loading 'sciFLT-0.4.7':xcosPalAddBlock: Unable to load block from ""/home/dawid/.Scilab/scilab-5.5.2/atoms/sciFLT/0.4.7/images/h5/scicos_tnorm.sod"": no `scs_m' variable found.I've already tried reinstalling this toolbox and Scilab. I use Debian Testing 64-bit.",Not Spam
"First I must apologize for my english, being far from fluent.
I am under Xubuntu 16.04. I have Scilab 5.5.2. As soon as I try to have several graphic windows using scf(), SCILAB doesn't work anylonger : it doesn't answer anymore.
I have another computer wich is an old Notebook. It's under Lubuntu 16.04. No problem to report. But it is so slow that I can't use it for my work. That's why I'd like to make SCILAB work under Xubuntu.
Is it a problem with Ubuntu or with ma drivers ? How can I fix it ?
Thanks for all.Regardssébastien",Not Spam
Hi. What is meant by a light gas (LG). Is it the same as a non-condensable? Also what is a phase split? Thanks in advance.,Not Spam
"hi,
i am currently working in DSP and i was trying to plot different  windows using scilab (rectangular,hamming,hanning,barlett,kaiser,blackman) i realised that only hamming and hanning windows are possible. why so? is that like scilab doesnot support the other windows? also if i give my cutoff frequency (3rd parameter) in the range of 0-0.5 for high pass,low pass,band pass and bandstop filters in the wfir function (inbuilt in scilab) only then i get the outputs. why above this range the function does not work?

 hoping for a reply soon.

regards,lipika ",Not Spam
"I have data in dat extention with file name is 1.dathere that are 1324122312
I want to load in scilab. but when i tapKL = loadmatfile('1.dat')
Warning: obsolete use of '=' instead of '=='.1 = resume(mat)    !       in  execstr instruction    called by :  at line     126 of function loadmatfile              called by :  %KL = loadmatfile('1.dat') 
 Warning: stack problem..., cleared.
but in variable browser any data like 1.dat but the variable name is %val, not KL.How to fix that ?",Not Spam
"Hi guys, Is there difference between a tear and a recycle stream?",Not Spam
"As my final year project I am working on external vehicle aerodynamics. I have prepared full fledged external surface of the vehicle in Solidworks but it is a surface body with around 200+ surfaces. And the model is not allowing me to convert into solid body.Is a solid body required for simulations in openFOAM?(Like it is required in flow simulation in Solidworks itself)I am using Salome for meshing but i don't know how to create enclosure around my vehicle.How to create enclosure in Salome? (like we can do in fluent)I want to use Spalart Allmaras turbulence model. How do I select the turbulence model?( I know it is present in src/RAS but i dont know how to call upon it so that the variable in 0 folder change.)Your input will be very helpful sir.
",Not Spam
"Hi all,
I am working on multi-phase euler foam problem. I have implemented population balance module in the multiPhaseEulerFoam model. Successfully compiled the new solver, but the case file is not running. In fact it is not showing any error. It is showing...

Build  : 2.2.2-9240f8b967db
Exec   : multiPhaseEulerFoam
Date   : Jan 17 2017
Time   : 23:10:13
Host   : ""sarojdip-OptiPlex-7010""
PID    : 9546
Case   : /home/sarojdip/OpenFOAM/sarojdip-2.2.2/run/testCase
nProcs : 1
sigFpe : Enabling floating point exception trapping (FOAM_SIGFPE).
fileModificationChecking : Monitoring run-time modified files using timeStampMaster
allowSystemOperations : Disallowing user-supplied system call operations

// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //
Create time

Create mesh for time = 0


Reading g
Reading transportProperties

Calculating face flux field phia
Calculating face flux field phib
Calculating face flux field phia1
Calculating face flux field phia2
Calculating face flux field phia3
Calculating face flux field phia4

Reading field alpha
Reading field alpha1
Reading field alpha2
Reading field alpha3
Reading field alpha4

Reading field beta

--> FOAM Warning : 
    From function GeometricField<Type, PatchField, GeoMesh>::readIfPresent()
    in file /opt/openfoam222/src/OpenFOAM/lnInclude/GeometricField.C at line 108
    read option IOobject::MUST_READ or MUST_READ_IF_MODIFIEDsuggests that a read constructor for field beta would be more appropriate.
Reading field p

Reading field k
Reading field epsilon

Calculating field nutb
Calculating field nuEffa
Calculating field nuEffa2
Calculating field nuEffa3
Calculating field nuEffa4
Calculating field nuEffb

Calculating field DDtUa DDTUb DDtUa1 DDtUa2 DDtUa3 DDtUa4

Calculating field g.h

Selecting dragModel for phase a: Tsuchiya
Selecting dragModel for phase b: Tsuchiya
Selecting dragModel for phase a1: Tsuchiya
Selecting dragModel for phase a2: Tsuchiya
Selecting dragModel for phase a3: Tsuchiya
Selecting dragModel for phase a4: Tsuchiya
dragPhasea is a
dragPhasea1 is a1
dragPhasea2 is a2
dragPhasea3 is a3
dragPhasea4 is a4
liftModel is constant
liftPhase is b
Selecting viscosityModel Syamlal
Selecting conductivityModel HrenyaSinclair
Selecting radialModel Gidaspow
Selecting granularPressureModel Lun
Selecting frictionalStressModel JohnsonJackson
Courant Number mean: 0 max: 0

PIMPLE: Operating solver in PISO mode


Starting time loop

fieldAverage fieldAverage1:
    Starting averaging at time 0

Courant Number mean: 0 max: 0
Max Ura Courant Number = 0
Max Ura1 Courant Number = 0
Max Ura2 Courant Number = 0
Max Ura3 Courant Number = 0
Max Ura4 Courant Number = 0
deltaT = 1.19999e-05
Time = 1.19999e-05

............The simulation stopped immediately here..................

If any body has Population balance code implemented in OpenFOAM, then help me by sharing. I'll provide my email-ID in my next thread.

Any help would help me in a great way...
Thank you in advance

Saroj.. 

",Not Spam
how to plot the solution of the program in graphical window of scilab?i.e in the code how to specify the range of a from 1 to infinity and its syntax in scilab??and please specify the code of the above program??,Not Spam
There appears to be a server issue. I am running in the 12:00 slot and both the live feed and the client are showing 0 temperature.,Not Spam
"Hello,How to install Scilab cloud on locally (web based). In our college, we are trying to deploy web-based Scilab on LAN. Please help us in this regard.",Not Spam
"Hi,
I am very new to c++ and I am trying to compile a simple c++ code example using call_scilab on Eclipse IDE Helios Service Release 2 platform.  I get the following errors:
**** Internal Builder is used for build               ****g++ -IC:\Program Files (x86)\scilab-5.3.3\modules -IC:\Program Files (x86)\scilab-5.3.3\modules\output_stream\includes -O0 -g3 -Wall -c -fmessage-length=0 -oscilab.o ..\scilab.cpp..\scilab.cpp: In function 'int main()':..\scilab.cpp:15:31: error: 'getenv' was not declared in this scope  if ( StartScilab(getenv(""SCI""),NULL,NULL) == FALSE )                               ^..\scilab.cpp:24:52: warning: deprecated conversion from string constant to 'char*' [-Wwrite-strings]  SendScilabJob(""myMatrix=['sample','for the help']"");                                                    ^..\scilab.cpp:25:33: warning: deprecated conversion from string constant to 'char*' [-Wwrite-strings]  SendScilabJob(""disp(myMatrix);""); // Will display !sample  for the help  !                                 ^..\scilab.cpp:26:39: warning: deprecated conversion from string constant to 'char*' [-Wwrite-strings]  SendScilabJob(""disp([2,3]+[-44,39]);""); // Will display   - 42.    42.                                       ^Build error occurred, build is stoppedTime consumed: 328  ms.  
My code is:
// A simple call_scilab example
#include <stdio.h> /* stderr */#include ""api_scilab.h"" /* Provide functions to access to the memory of Scilab */#include ""call_scilab.h"" /* Provide functions to call Scilab engine */
// Filename: simple_call_scilab.c
int main(void){/****** INITIALIZATION **********/#ifdef _MSC_VER if ( StartScilab(NULL,NULL,NULL) == FALSE )#else if ( StartScilab(getenv(""SCI""),NULL,NULL) == FALSE )#endif  {   fprintf(stderr,""Error while calling StartScilab\n"");   return -1;  }
/****** ACTUAL Scilab TASKS *******/
 SendScilabJob(""myMatrix=['sample','for the help']""); SendScilabJob(""disp(myMatrix);""); // Will display !sample  for the help  ! SendScilabJob(""disp([2,3]+[-44,39]);""); // Will display   - 42.    42.
/****** TERMINATION **********/ if ( TerminateScilab(NULL) == FALSE ) {  fprintf(stderr,""Error while calling TerminateScilab\n"");  return -2; } return 0;}
I suspect my configuration is not correct. Can anyone please help ?  Many thanks.
Cheers,Van",Not Spam
"Hello, I'm new to to Scilab community and I'm trying to create a model of a car following a specific driving path.
For that I need an 2D lookup table so that with the throttle and engine speed I can find the Engine torque, but I saw that the ""Lookup2D"" pallete from Xcos was removed!!
Any idea how I can add it back or of a substitute function?
Thanks for the help",Not Spam
as i have to solve some of the laplace transform code in the scilab i need this tool box please specify the steps of installing the symbolic tool box in the windows 7 and my scilab is of version 5.5.2 and also please specify whether the toolbox has the capability to solve inverse laplace transform code and if not please specify the toolbox which is required to install the same for solving code related to inverse laplace tranform.,Not Spam
how can I simulate velocity and temperature profile of a pipe using Scilab,Not Spam
"Please Ignore this question
",Not Spam
"Sir
i want to operate esim for self purpose and to solve circuits.
but sir i have windows 8 and whenever i install esim in my Computer it doesn't run.
so i just want to know how can i run esim in my Computer and what window i can use to operate esim without any LAG 
Help Me
ThankuRegardsSunil Kumar Saini",Not Spam
"The IPD Win-64 tool box has been added to scilab 5.5.2 version. The functions have been added in the Image Processing section of Help Browser but not able to read and view the images in scilab when ReadImage command was used. The console says:

-->RGB = ReadImage(IPD_PATH + 'demos\teaset.png'); 
 !--error 4 
Undefined variable: ReadImageFile
at line      61 of function ReadImage called by :  
RGB = ReadImage(IPD_PATH + 'demos\teaset.png');

Kindly help.
",Not Spam
How to generate a pipe flow in scilab? I agues it'll be with Xcos but need dome more help,Not Spam
"Hi,
I have a test domain contains only 25 cells and this 25 cell geometry is only for test purpose. While running the simulation, the value of volume fraction I am getting is the volume fraction of the complete domain. But, I want to know the volume fraction of each cell (Cell 1, 2, 3....25) and that should be printed in my terminal. How to find/call each individual cell in a computational domain and to print it in the terminal ? A quick answer from any body would be highly helpful.

Many thanks for your patience and time on this matter.

Thank you,

With regards,
Saroj
",Not Spam
"DWSIM is only showing chemicals in chem sep database ??
",Not Spam
"Hi all,
  I have computed vorticity for my case. I want to see the contours of it just like velocity and pressure but i can't find any option as such in ParaFoam. Any help is highly appreciated.

Thanks and regards,
Subhankar
",Not Spam
"Dear Sir,                We have downloaded eSim software from fossee website but we are facing one problem to operate this that when the demo file from the examples folder are opened then the software hangs and nothing is displayed. otherwise the software is installed and running. Kindly help us to sort out this problem



                               
Thanks & Regards
Ajit Singh Rathor
H.O.D. ECE
Shivalik College of Engineering
Dehradun, Uttrakhand
",Not Spam
"Hi Dears 

I thank you, to solve the mistake of
following scilab model.

When I run the model in scilab, facing
the following error:

N_species=13;

N_species_14=N_species+1;

N_fleet=4;

p_best_n=[];

p_best_n=[];

q_best=p_best_n(1:N_fleet,:);

xx=zeros(4,1);

q_best=[q_best,xx];

q_n_vec=matrix(q_best',N_species_14*N_fleet,1)

                                              
!--error 60 

Wrong size for argument:
Incompatible dimensions.

I am looking forward for your kind
response.

Best Regards

Abdul",Not Spam
"Hi,I am trying to design a rankine cycle thermal plant using diesel as fuel. One of the component in diesel is hexadecane. The equation of hexadecane combustion in the reaction manger is not balancedas there is a slight difference in the molar mass of oxygen in O2 and CO2.What should i do to rectify the equation?",Not Spam
"I get the error message ""sni-qt/4649"" WARN  18:29:39.893 void StatusNotifierItemFactory::connectToSnw() Invalid interface to SNW_SERVICE in the terminal when I start eSim. How to fix it?
After this eSim is running but when I call ngspice (with the example RC which comes with the installation files) the following errors are coming in the terminal:

Traceback (most recent call last):
  File ""/home/richard/eSim-1.1.2/src/projManagement/Kicad.py"", line 148, in openKicadToNgspice
    self.obj_dockarea.kicadToNgspiceEditor(var)
  File ""/home/richard/eSim-1.1.2/src/frontEnd/DockArea.py"", line 218, in kicadToNgspiceEditor
    self.obj_appconfig.dock_dict[self.obj_appconfig.current_project['ProjectName']].append(dock['kicadToNgspice-'+str(count)])
KeyError: '/home/richard/eSim-Workspace/RC'

The simulation is not running and I get no simulation datas. How to fix it?
I have eSim installed on Linux Mint 18.1

",Not Spam
"Sir,
In my installation on Linux Mint 18.1 (Ubuntu16.04) I can not start the simulation. 
I get the following error in the terminal:
Argument to ngspice command :  /home/richard/eSim-Workspace/RC/RC.cir.out
Traceback (most recent call last):
  File ""Application.py"", line 250, in open_ngspice
    self.obj_Mainview.obj_dockarea.ngspiceEditor(self.projDir)
  File ""/home/richard/eSim-1.1.2/src/frontEnd/DockArea.py"", line 166, in ngspiceEditor
    self.obj_appconfig.dock_dict[self.obj_appconfig.current_project['ProjectName']].append(dock['NgSpice-'+str(count)])
KeyError: '/home/richard/eSim-Workspace/RC'

Thanks in advance
",Not Spam
"I'm getting the following error trying to create a schematic running on Ubuntu (14.04.5 LTS trusty):
09:05:14: libboost_context.so.1.54.0: cannot enable executable stack as shared object requires: Invalid argument09:05:14: IO_ERROR: Fatal Installation Bug. File:'/usr/bin/_eeschema.kiface'could not be loadedPerhaps a shared library (.dll or .so) file is missing.From command line: argv[0]:'/usr/bin/eeschema'
from /build/kicad-I8aRie/kicad-4.0.6+e0/kicad/common/kiway.cpp : KiFACE() : line 225
I tried to attach a screenshot of the error details but it doesn't seem to work (running Chrome).  Anyhow, this may be the culprit, but I'm not sure what the problem is... Maybe your tool requires an earlier version?
From the Details section:libboost_context.so.1.54.0: cannot enable executable stack as shared object requires: Invalid argument 
> find /usr/lib -name ""libboost*""/usr/lib/x86_64-linux-gnu/libboost_context.so.1.54.0/usr/lib/x86_64-linux-gnu/libboost_iostreams.so.1.54.0/usr/lib/x86_64-linux-gnu/libboost_system.so.1.54.0/usr/lib/x86_64-linux-gnu/libboost_thread.so.1.54.0
eeschema file exists:
> ls -lrt /usr/bin/_eeschema.kiface-rwxr-xr-x 1 root root 4849968 Feb 21 15:19 /usr/bin/_eeschema.kiface*


",Not Spam
"Hi all,

I am trying to plot  pressure on  a cylinder(i have solved for flow past a 2-D cylinder and i have u and p files for different times). I have followed many forum pages, but i can't plot. Sometimes the plot option is in a disabled state else in the graph plane there is no plot curve. Also i want to know how to save the data of the plot in array(like pressure at time T1 vs points on which pressure is calculated).  

regards
Subhankar
",Not Spam
"Example:
I want to work a matrix with two undefine variables, y and L, for example:
cos(y) sin(y) L*sin(y)
-sin(y) cos(y) -L*sin(y)
0  1  0
how define the variable y and L?
Thanks",Not Spam
"Hello,i have to generate a simulation who read textfiles with integer and double types.My question is: How can i read an file with integer content with the rifle_f block. Wich format have to be used.In the example is only a format. It looks (3(e10.3,3x)), but its only for exponential.My textfile looks like:012555555...The only way for me to read it, is to modify my file like this0.0+E010.0E+010.1E+010.2E+010.5E+010.5E+010.5E+010.5E+010.5E+010.5E+01...In this case i use the format (3(e10.3,3x)) which is in the example an documentation of scilab givenCan anyone help?Best regards",Not Spam
"I tried to run snappyHexMesh in the same way proposed by the Spoken-Tutorial. But I am getting the Error like this:
snappyHexMesh: symbol lookup error: /home/suman/OpenFOAM/ThirdParty-v1612+/platforms/linux64GccDPInt32/lib/openmpi-system/libptscotcherrexit.so: undefined symbol: lam_mpi_comm_world



Please let me know if you have a solution for it.

Thank you very much.

Regards,
Ankur


",Not Spam
"Has anyone tried to visualize laminar separation bubble through 
openFoam? If so then which solver did u choose? I am trying to visualize
 separation bubble for Re=300 on a slit cylinder and as per literature i
 should see a laminar separation bubble... but i am not able to see... 
could anyone help?

regards",Not Spam
"Hi all,

I am solving flow past cylinder in icoFoam. I want to plot skin friction coefficient along the cylinder surface. Can anyone suggest how to proceed? I have run wallShearStress utility after the completing the simulation. 

Thanks & regards
Subhankar 
",Not Spam
"Hello, Im a very beginner in scilab.I would like to ask how to plot2d like this diagram below.I can apply the formula when the temperature raise, but in the melting peroid,how do I plot this peroid.Thanks.",Not Spam
How to create a open modelica models using exiting models of modelica under the multibody mechanics.,Not Spam
"Hello everyone,

 I have simulated flow past a cylinder and now i want to get time average pressure and skin friction co-efficient in the entire flow domain for a certain time interval. What should i do? any suggestion is highly appreciated...

Thanks and regards
Subhankar
",Not Spam
"Hello everyone,

 I have simulated flow past a cylinder and now i 
want to get time average pressure and skin friction co-efficient in the 
entire flow domain for a certain time interval. What should i do? any 
suggestion is highly appreciated...

Thanks and regards
Subhankar",Not Spam
"Hello readers,
 I am trying to plot pressure variation with time in paraFoam. I have the coordinates of the point where i want to plot. But how can i select exactly that point?

Thanks and regards
Subhankar
",Not Spam
"Hello readers,
 I am trying to plot pressure variation with time in 
paraFoam. I have the coordinates of the point where i want to plot. But 
how can i select exactly that point?
 
Thanks and regards 

Subhankar",Not Spam
"Hi everyone, Firstly, Im glad to join u all :) I am working on OpenFOAM since 1 month and so i can tell im new to it. My Question is, I have simulated slumpcone test considering 1/4th part of it because of its symmetry. The final simulation looks as in the image attached. My problem is i cannot find concrete flowing in the bottom most cells. One cause for it might be courant number which crosses 1 in a couple of time steps. Im trying to decrease the time steps. But dnt know if this is the only cause or should i change some other stuff. I can also send my files if someone has to go through for finding what went wrong :) Any sort of help is appreciated :) Thanks, Ashok.M",Not Spam
"Hi members,
I am a new FOSSEE user and just started using openFOAM. I am simulating LCPC box test for fresh concrete. I did my mesh using blockMesh and recently got stuck on how to create a gate, so that when i start the simulation the gate opens allowing the concrete flow in the uni-direction.
Thanks in advance!!",Not Spam
How to carry out multi component Distillation in DWSIM can any one provide same steps or solution to this,Not Spam
"I have installed Scilab 6.0.0 on Mac running OS Sierra version 10.12.2. On opening Scilab, it opens into single widow of console instead of containing all the window like command history, variable history and so on. What should I do if I have to go back to the default  environment containing all the windows.",Not Spam
"
Warning !!!Scilab has found a critical error (EXCEPTION_ACCESS_VIOLATION)with ""get"" function.Save your data and restart Scilab.Warning !!!Scilab has found a critical error (EXCEPTION_ACCESS_VIOLATION)with ""get"" function.Save your data and restart Scilab. 
when i was opening scilab,I am getting error i like this.i can't execute any program. ",Not Spam
Which file we have to upload in the 'sample source files' section of the book proposal form ?,Not Spam
How to multiple images simultaneously in image processing.I have to show original image and stegano image in my output.,Not Spam
"Hey guys,I have a problem with the ""abort"" command in Scilab 6.0.0... It does not seem to work properly: Whenever I have it in my code for stopping at a particular place (which I use quite frequently) the execution stops but within my variables-browser I don't see any results. They pop up when I type something in the console and press Enter, but I guess that is not how it is supposed to work? Furthermore, when I run the example code from the Scilab help the comman does not work at all:a=2\nb=3\nabort // The execution will stop here.\nc=4   // c will not be definedWhen executed, all three variables, a, b, and c are being defined...Does anybody know how to deal with that??EDIT: Hmm, now also in my script Scilab simply ignores the ""abort"" command... :/",Not Spam
i got recent update to dwsim and when i click on the component its not opening the main editing window please tell me the error,Not Spam
"hi am new to dwsim and trying to simulate the production of acetic anhydide but getting the error 'step size becomes too small""

",Not Spam
"It is any possiblity to pass .options to ngspice through interface?
Fo example i want to set temperature .options temp=100 or set other simulation options.
When i put this on kicad schematic it is added to netlist but after conversion to ngspice this line is deleted.

",Not Spam
"sir in scilab version 6 whenever i,m trying to connect wire between two blocks after saving that there is misalignment in wire.how can i resolve this problem.",Not Spam
"I was trying to create baffles inside a rectangular box. I went through other tutorials in OpenFOAM. Sometimes, they are creating baffles by defining the regions or zones in topoSetDict and using those zones to create baffles. As I am new to OpenFOAM, I am finding it difficult to understand why they are creating cellSet or cellZones and from that , they are creating faceSet and faceZones. Sometimes, they are using STL files inside createBafflesDict. And Sometimes, they are defining the faceZone in snappHexMeshDict. 


Can you please help me how can i learn it with ease? I have tried almost everything and still couldn't find a way to create it.

Thank you.

Regards,
Ankur
",Not Spam
How to set up a case for icoDyMFoam and how to run the mesh using paraview? I am using Ubuntu 14.04 as OS and OpenFOAM4.1. Please help me out of this...,Not Spam
"Hi! As you can see, I can not find the eSim libraries (eSim_Analog, eSim_Digital etc.) after installation (Linux Mint, if it make sense). Where they are? How could I get them?",Not Spam
"Hello, I'm new on scilab and I need do this task for my homework but I don't realy know how to use this Scilab. Please help me:",Not Spam
"Hello, can somebody help me with this??",Not Spam
"Hello, can somebody help me with this??",Not Spam
"How to implement blob analysis in Scilab i.e. getting
centroid and area of all blobs with some minimum area ",Not Spam
i dint get any idea about how to join the course and how to enroll to be benefited.,Not Spam
"Hey guys,
I have a short question: I want to convert a grayscale-image (matrix of floats from 0 to 1) into a binary image having only 0 and 1, depending on a set threshold. Therefore I wrote this two alternative routines:Routine Afor i=1:length(image)
        if image(i) < threshold then
            image(i) = 0;
        else
            image(i) = 1;
        end
        blackwhite = image;
    endRoutine Bfor y=1:length(image(:, 1)) 
    for x=1:length(image(1, :))
        if image(y, x) < threshold then
            blackwhite(y, x) = 0;
        else
            blackwhite(y, x) = 1;
        end
    end
end
I expected that Routine A should be quicker, as all the operations are done within the ""image""-matrix and only at the end all values are copied to the new variable. Furthermore it uses only one for-loop instead of two.However, using the tic() toc() commands I see that Routine  B is about three times faster than Routine A... Can someone explain me why?
Iam still new to this topic and try to get to know how to make such analyses as fast as possible..
Thanks, Hackmet",Not Spam
"While running a program following error message observed. SciLab version 5.3.3 Please suggest me solution 

mode(0) !--error 246 Function not defined for given argument type(s),
  check arguments or define function %ip_part for overloading.
at line      11 of function init called by :  res=init([port1 port2]);at line      11 of exec file called by :    exec ser_init.sceat line       4 of exec file called by :    exec('E:\D\beproj\16-17\SBHS\scilab_codes_local\Step_test\start.sce', -1)",Not Spam
I Installed latest Scilab (v6)How do I debug a script. In the editor I dont see the Debug menu or something similar.,Not Spam
"it says the following


Scilab Home Page | Wiki | Bug Tracker | Forge | Mailing List Archives | Scilab Online Help | ATOMSSLOGANPlease login or create an accountMYSQL : Erreur de connexion au serveurpalmaria.scilab.org",Not Spam
"Hi...
I am trying to install OpenFOAM-1.6.x in Ubuntu 14.04 by following the steps available in openfoamwiki, but the command icoFoam -help is not working at the end of installation.

Kindly, anyone look into the problem and give any suggestion.",Not Spam
"SaysMy computer is Dell inspiron N4030 running Ubuntu 16. 04.1 Bash: ./eSim-1.1.2/INSTALL: Permission denied
What should I do :(((?",Not Spam
"I want to export a value in a excel sheet, but i cannot install the xls-link tool. When i try to install it, diplay in console the following message ''xls_link gateways not loaded.''. I have no idea how to solve this problem. Can you help me? do you know another method to export data?",Not Spam
"I have  requested for the Lab Migration Proposal For ""Control System Lab""  on 8 Jun 17. kindly share the  Latest Status of the Proposal so  that we may initiate the process.
Thanks Dimple",Not Spam
"mahesh@mahesh-Lenovo-G50-80:~/Downloads/eSim-1.1.2$ ./install-linux.sh --installEnter proxy details if you are connected to internet thorugh proxy
Is your internet connection behind proxy? (y/n): y
Proxy Hostname :
Proxy Port :
username@: :mahesh
Password :Install with proxy
Do you want to install nghdl? (y/n): y
Downloading nghdl
Error parsing proxy URL http://mahesh:mahesh123@:: Invalid host name.
unzip:  cannot find or open master.zip, master.zip.zip or master.zip.ZIP.
mv: cannot stat 'nghdl-master': No such file or directory
rm: cannot remove 'master.zip': No such file or directory
Installing nghdl
./install-linux.sh: line 66: cd: nghdl/: No such file or directory
./install-linux.sh: line 67: ./install-nghdl.sh: No such file or directory



Nghdl ERROR: Error while installing nghdl


",Not Spam
"How to use image gui tab to insert image in scilab GUI, using guibuilder",Not Spam
"Hello, I am trying to simulate flow over cylinder WITH a splitter plate attached in the front  in Openfoam..
The mesh seems to be fine ..but gives 1 failed check in checkMesh ..When i run pisoFoam solver it solves the equations 
but i get unrealistic value of drag coefficient of over 500.Is
there any way I can send my case file so that anyone can check what is wrong
",Not Spam
"Dear Sir/madam,
   I was designing a pcb using KiCad in esim. When I have clicked generate netlist (.net) file, under the netlist window, there is no netlist option under pcbnew tool because of which when I click on footprint editor the left pane and right pane are empty no components and no footprints. How can I bring components into left pane and footprints into right pane? Netlist (.net) file is generated but still left pane and right pane are empty.
Thanking You sincerelyMob: 9916022964",Not Spam
